,id,doi,title,publication_year,publication_date,language,topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,retracted,index location,primary_location,is_oa,oa_status,license,author_id,author_name,author_position,orcid,instiution_id,institution_name,type,country_code,ror,lineage,raw_affiliation_string,afilliation_lineage
41,https://openalex.org/W4398279955,https://doi.org/10.7910/dvn/3vdc4w,"ArcticDEM - Mosaics, Version 4.1",2023,2023-01-01,en,https://openalex.org/T13067,Geological Modeling and Analysis,https://openalex.org/subfields/1906,Geochemistry and Petrology,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5111210501,Michael Cloutier,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(University of Minnesota),https://openalex.org/I130238516
42,https://openalex.org/W4398279955,https://doi.org/10.7910/dvn/3vdc4w,"ArcticDEM - Mosaics, Version 4.1",2023,2023-01-01,en,https://openalex.org/T13067,Geological Modeling and Analysis,https://openalex.org/subfields/1906,Geochemistry and Petrology,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5111212053,Jesse Bakker,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(University of Minnesota),https://openalex.org/I130238516
46,https://openalex.org/W4398279955,https://doi.org/10.7910/dvn/3vdc4w,"ArcticDEM - Mosaics, Version 4.1",2023,2023-01-01,en,https://openalex.org/T13067,Geological Modeling and Analysis,https://openalex.org/subfields/1906,Geochemistry and Petrology,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5074382278,Paul Morin,last,https://orcid.org/0000-0002-4512-0642,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(The Ohio State University),https://openalex.org/I52357470
48,https://openalex.org/W4398501648,https://doi.org/10.7910/dvn/ebw8uc,"The Reference Elevation Model of Antarctica - Mosaics, Version 2",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5016996755,Claire Porter,middle,https://orcid.org/0009-0005-4979-9778,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(Ohio Supercomputing Center),https://openalex.org/I34077533
50,https://openalex.org/W4398501648,https://doi.org/10.7910/dvn/ebw8uc,"The Reference Elevation Model of Antarctica - Mosaics, Version 2",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5032791439,Erik Husby,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(Ohio Supercomputing Center),https://openalex.org/I34077533
57,https://openalex.org/W4398501648,https://doi.org/10.7910/dvn/ebw8uc,"The Reference Elevation Model of Antarctica - Mosaics, Version 2",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5087356829,James Klassen,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(University of Minnesota),https://openalex.org/I130238516
58,https://openalex.org/W4398501648,https://doi.org/10.7910/dvn/ebw8uc,"The Reference Elevation Model of Antarctica - Mosaics, Version 2",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5114168374,Cole Kelleher,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(National Center for Supercomputing Applications),
59,https://openalex.org/W4398501648,https://doi.org/10.7910/dvn/ebw8uc,"The Reference Elevation Model of Antarctica - Mosaics, Version 2",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5111210501,Michael Cloutier,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(National Center for Supercomputing Applications),
60,https://openalex.org/W4398501648,https://doi.org/10.7910/dvn/ebw8uc,"The Reference Elevation Model of Antarctica - Mosaics, Version 2",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5111212053,Jesse Bakker,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(National Center for Supercomputing Applications),
64,https://openalex.org/W4398501648,https://doi.org/10.7910/dvn/ebw8uc,"The Reference Elevation Model of Antarctica - Mosaics, Version 2",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5074382278,Paul Morin,last,https://orcid.org/0000-0002-4512-0642,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(The Ohio State University),https://openalex.org/I52357470
65,https://openalex.org/W4398731861,https://doi.org/10.7910/dvn/c98dvs,"ArcticDEM - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T14163,Astronomical Observations and Instrumentation,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5016996755,Claire Porter,first,https://orcid.org/0009-0005-4979-9778,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(University of Minnesota),https://openalex.org/I130238516
68,https://openalex.org/W4398731861,https://doi.org/10.7910/dvn/c98dvs,"ArcticDEM - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T14163,Astronomical Observations and Instrumentation,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5032791439,Erik Husby,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(Ohio Supercomputing Center),https://openalex.org/I34077533
75,https://openalex.org/W4398731861,https://doi.org/10.7910/dvn/c98dvs,"ArcticDEM - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T14163,Astronomical Observations and Instrumentation,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5087356829,James Klassen,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(University of Minnesota),https://openalex.org/I130238516
76,https://openalex.org/W4398731861,https://doi.org/10.7910/dvn/c98dvs,"ArcticDEM - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T14163,Astronomical Observations and Instrumentation,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5114168374,Cole Kelleher,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(National Center for Supercomputing Applications),
77,https://openalex.org/W4398731861,https://doi.org/10.7910/dvn/c98dvs,"ArcticDEM - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T14163,Astronomical Observations and Instrumentation,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5111210501,Michael Cloutier,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(National Center for Supercomputing Applications),
78,https://openalex.org/W4398731861,https://doi.org/10.7910/dvn/c98dvs,"ArcticDEM - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T14163,Astronomical Observations and Instrumentation,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5111212053,Jesse Bakker,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(National Center for Supercomputing Applications),
82,https://openalex.org/W4398731861,https://doi.org/10.7910/dvn/c98dvs,"ArcticDEM - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T14163,Astronomical Observations and Instrumentation,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5074382278,Paul Morin,last,https://orcid.org/0000-0002-4512-0642,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(The Ohio State University),https://openalex.org/I52357470
84,https://openalex.org/W4398943877,https://doi.org/10.7910/dvn/x7ndny,"The Reference Elevation Model of Antarctica - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5016996755,Claire Porter,middle,https://orcid.org/0009-0005-4979-9778,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(Ohio Supercomputing Center),https://openalex.org/I34077533
86,https://openalex.org/W4398943877,https://doi.org/10.7910/dvn/x7ndny,"The Reference Elevation Model of Antarctica - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5032791439,Erik Husby,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(Ohio Supercomputing Center),https://openalex.org/I34077533
93,https://openalex.org/W4398943877,https://doi.org/10.7910/dvn/x7ndny,"The Reference Elevation Model of Antarctica - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5087356829,James Klassen,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(University of Minnesota),https://openalex.org/I130238516
94,https://openalex.org/W4398943877,https://doi.org/10.7910/dvn/x7ndny,"The Reference Elevation Model of Antarctica - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5114168374,Cole Kelleher,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(National Center for Supercomputing Applications),
95,https://openalex.org/W4398943877,https://doi.org/10.7910/dvn/x7ndny,"The Reference Elevation Model of Antarctica - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5111210501,Michael Cloutier,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(National Center for Supercomputing Applications),
96,https://openalex.org/W4398943877,https://doi.org/10.7910/dvn/x7ndny,"The Reference Elevation Model of Antarctica - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5111212053,Jesse Bakker,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,(National Center for Supercomputing Applications),
100,https://openalex.org/W4398943877,https://doi.org/10.7910/dvn/x7ndny,"The Reference Elevation Model of Antarctica - Strips, Version 4.1",2022,2022-01-01,en,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences,False,datacite,Harvard Dataverse,True,gold,other-oa,https://openalex.org/A5074382278,Paul Morin,last,https://orcid.org/0000-0002-4512-0642,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,"Harvard Business School, Harvard University",https://openalex.org/I136199984
101,https://openalex.org/W4233537330,https://doi.org/10.1037/e509992015-121,Rituals Enhance Consumption,2014,2014-01-01,en,https://openalex.org/T12798,Religious Tourism and Spaces,https://openalex.org/subfields/3305,"Geography, Planning and Development",https://openalex.org/fields/33,Social Sciences,https://openalex.org/domains/2,Social Sciences,False,crossref,PsycEXTRA Dataset,True,green,,https://openalex.org/A5007916326,Kathleen D. Vohs,first,https://orcid.org/0000-0001-5858-2603,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,"Harvard Business School, Harvard University",https://openalex.org/I136199984
102,https://openalex.org/W4233537330,https://doi.org/10.1037/e509992015-121,Rituals Enhance Consumption,2014,2014-01-01,en,https://openalex.org/T12798,Religious Tourism and Spaces,https://openalex.org/subfields/3305,"Geography, Planning and Development",https://openalex.org/fields/33,Social Sciences,https://openalex.org/domains/2,Social Sciences,False,crossref,PsycEXTRA Dataset,True,green,,https://openalex.org/A5101536212,Yajin Wang,middle,https://orcid.org/0000-0003-3712-8713,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,University of Minnesota - Twin Cities,https://openalex.org/I4210101327
115,https://openalex.org/W4390602666,https://doi.org/10.25581/spruce.101/1876044,"SPRUCE Carbon 13-Phospholipid Fatty Acid (Carbon 13-PLFA) Abundances, June 2014-June 2015",2024,2024-01-01,en,https://openalex.org/T11588,Atmospheric and Environmental Gas Dynamics,https://openalex.org/subfields/2306,Global and Planetary Change,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences,False,,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),False,closed,,https://openalex.org/A5025491910,Jessica Gutknecht,first,https://orcid.org/0000-0001-7667-5272,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,"USDA Forest Service, Northern Research Station",https://openalex.org/I4210107718
116,https://openalex.org/W4390602666,https://doi.org/10.25581/spruce.101/1876044,"SPRUCE Carbon 13-Phospholipid Fatty Acid (Carbon 13-PLFA) Abundances, June 2014-June 2015",2024,2024-01-01,en,https://openalex.org/T11588,Atmospheric and Environmental Gas Dynamics,https://openalex.org/subfields/2306,Global and Planetary Change,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences,False,,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),False,closed,,https://openalex.org/A5108624426,Martin Felice,middle,,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,"USDA Forest Service, Northern Research Station",https://openalex.org/I4210107718
118,https://openalex.org/W4390602666,https://doi.org/10.25581/spruce.101/1876044,"SPRUCE Carbon 13-Phospholipid Fatty Acid (Carbon 13-PLFA) Abundances, June 2014-June 2015",2024,2024-01-01,en,https://openalex.org/T11588,Atmospheric and Environmental Gas Dynamics,https://openalex.org/subfields/2306,Global and Planetary Change,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences,False,,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),False,closed,,https://openalex.org/A5041723812,Edward A. Nater,middle,https://orcid.org/0000-0002-7578-9005,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,"Univ. of Minnesota, Minneapolis, MN (United States)",https://openalex.org/I130238516
121,https://openalex.org/W4391159323,https://doi.org/10.34740/kaggle/dsv/2660709,Identifying Interaction Location in SuperCDMS Detectors,2024,2024-01-18,en,https://openalex.org/T10020,Quantum Information and Cryptography,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences,False,,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),False,closed,,https://openalex.org/A5075755051,Taihui Li,first,https://orcid.org/0000-0002-3758-8923,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,Roanoke College,https://openalex.org/I41833579
122,https://openalex.org/W4391159323,https://doi.org/10.34740/kaggle/dsv/2660709,Identifying Interaction Location in SuperCDMS Detectors,2024,2024-01-18,en,https://openalex.org/T10020,Quantum Information and Cryptography,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences,False,,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),False,closed,,https://openalex.org/A5037275643,P. Cushman,middle,https://orcid.org/0000-0002-4950-9807,https://openalex.org/I130238516,University of Minnesota,education,US,https://ror.org/017zqws13,https://openalex.org/I130238516,"Argonne National Laboratory (ANL), Argonne, IL (United States)",https://openalex.org/I1282105669
